State,Year,Energy_type,Generation_MU,Capacity_MW,Potential_MW,Avg_Generation_MW,CUF,Potential_Capacity_Gap_MW,Generation_Potential_Utilization
Puducherry,2016,Solar,0.00,0.03,0.00,0,0,-0.03,0.00%
Puducherry,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2016,Wind,0.00,0.00,152.83,0,0,152.83,0.00%
Odisha,2014,Biomass,0.00,20.00,0.00,0,0,-20.00,0.00%
Punjab,2016,Waste,0.00,9.25,0.00,0,0,-9.25,0.00%
Punjab,2016,Wind,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2015,Biomass,0.00,50.40,0.00,0,0,-50.40,0.00%
Rajasthan,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2016,Biomass,0.00,50.40,0.00,0,0,-50.40,0.00%
Sikkim,2016,Solar,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2016,Wind,0.00,0.00,98.00,0,0,98.00,0.00%
Odisha,2017,Biomass,0.00,50.40,0.00,0,0,-50.40,0.00%
Tamil Nadu,2016,Waste,0.00,8.05,0.00,0,0,-8.05,0.00%
Odisha,2018,Biomass,0.00,50.40,0.00,0,0,-50.40,0.00%
Telangana,2016,Wind,0.00,77.70,"4,244.29",0,0,"4,166.59",0.00%
Odisha,2019,Biomass,0.00,50.40,0.00,0,0,-50.40,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2016,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2016,Wind,0.00,0.00,4.00,0,0,4.00,0.00%
Odisha,2020,Biomass,0.00,59.22,0.00,0,0,-59.22,0.00%
Tripura,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2016,Wind,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2016,Wind,0.00,0.00,"1,260.00",0,0,"1,260.00",0.00%
Puducherry,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2016,Wind,0.00,0.00,534.00,0,0,534.00,0.00%
Puducherry,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andhra Pradesh,2017,Waste,0.00,58.16,123.00,0,0,64.84,0.00%
Puducherry,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2017,Waste,0.00,0.00,8.00,0,0,8.00,0.00%
Assam,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Bihar,2017,Waste,0.00,0.00,73.00,0,0,73.00,0.00%
Bihar,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2017,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2017,Waste,0.00,0.00,6.00,0,0,6.00,0.00%
Chandigarh,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2018,Biomass,0.00,0.00,"3,178.00",0,0,"3,178.00",0.00%
Punjab,2015,Biomass,0.00,0.00,"3,172.00",0,0,"3,172.00",0.00%
Chhattisgarh,2017,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Chhattisgarh,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2017,Biomass,0.00,0.00,"3,172.00",0,0,"3,172.00",0.00%
Delhi,2017,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2017,Waste,0.00,16.00,131.00,0,0,115.00,0.00%
Delhi,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2019,Biomass,0.00,0.00,"3,172.00",0,0,"3,172.00",0.00%
Punjab,2020,Biomass,0.00,0.00,"3,172.00",0,0,"3,172.00",0.00%
Goa,2017,Small Hydro,0.00,0.05,7.00,0,0,6.95,0.00%
Goa,2017,Solar,0.00,0.71,880.00,0,0,879.29,0.00%
Goa,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2017,Biomass,742.31,0.00,0.00,84.73847032,0,0,0.00%
Punjab,2018,Biomass,694.18,0.00,0.00,79.24429224,0,0,0.00%
Gujarat,2017,Waste,0.00,0.00,112.00,0,0,112.00,0.00%
Punjab,2020,Biomass,651.22,0.00,0.00,74.33972603,0,0,0.00%
Punjab,2016,Biomass,603.54,0.00,0.00,68.89760274,0,0,0.00%
Haryana,2017,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Haryana,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2019,Biomass,601.08,0.00,0.00,68.61643836,0,0,0.00%
Punjab,2014,Biomass,545.32,0.00,0.00,62.25148402,0,0,0.00%
Himachal Pradesh,2017,Solar,0.00,0.73,"33,840.00",0,0,"33,839.27",0.00%
Himachal Pradesh,2017,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Himachal Pradesh,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2015,Biomass,545.32,0.00,0.00,62.25148402,0,0,0.00%
Punjab,2013,Biomass,483.22,0.00,0.00,55.16232877,0,0,0.00%
Jammu And Kashmir,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2012,Biomass,351.26,0.00,0.00,40.09794521,0,0,0.00%
Punjab,2011,Biomass,289.16,0.00,0.00,33.00878995,0,0,0.00%
Jharkhand,2017,Waste,0.00,0.00,10.00,0,0,10.00,0.00%
Jharkhand,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2010,Biomass,242.58,0.00,0.00,27.69189498,0,0,0.00%
Punjab,2008,Biomass,108.68,0.00,0.00,12.40605023,0,0,0.00%
Karnataka,2017,Waste,0.00,1.00,0.00,0,0,-1.00,0.00%
Punjab,2009,Biomass,108.68,0.00,0.00,12.40605023,0,0,0.00%
Kerala,2017,Waste,0.00,0.00,36.00,0,0,36.00,0.00%
Punjab,2015,Biomass,0.00,179.00,300.00,0,0,121.00,0.00%
Ladakh,2017,Small Hydro,0.00,0.00,0.00,0,0,0.00,0.00%
Ladakh,2017,Solar,0.00,0.00,0.00,0,0,0.00,0.00%
Punjab,2017,Biomass,0.00,179.00,300.00,0,0,121.00,0.00%
Lakshadweep,2017,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2019,Biomass,0.00,194.00,300.00,0,0,106.00,0.00%
Punjab,2020,Biomass,0.00,317.10,300.00,0,0,-17.10,0.00%
Madhya Pradesh,2017,Waste,0.00,3.90,78.00,0,0,74.10,0.00%
Punjab,2018,Biomass,0.00,194.00,160.00,0,0,-34.00,0.00%
Punjab,2008,Biomass,0.00,28.00,0.00,0,0,-28.00,0.00%
Maharashtra,2017,Waste,0.00,12.72,287.00,0,0,274.28,0.00%
Punjab,2009,Biomass,0.00,28.00,0.00,0,0,-28.00,0.00%
Punjab,2010,Biomass,0.00,62.50,0.00,0,0,-62.50,0.00%
Manipur,2017,Small Hydro,0.00,5.45,109.00,0,0,103.55,0.00%
Manipur,2017,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Manipur,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2011,Biomass,0.00,74.50,0.00,0,0,-74.50,0.00%
Punjab,2012,Biomass,0.00,90.50,0.00,0,0,-90.50,0.00%
Meghalaya,2017,Solar,0.00,0.01,"5,860.00",0,0,"5,859.99",0.00%
Meghalaya,2017,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Meghalaya,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2013,Biomass,0.00,124.50,0.00,0,0,-124.50,0.00%
Punjab,2014,Biomass,0.00,140.50,0.00,0,0,-140.50,0.00%
Mizoram,2017,Solar,0.00,0.10,"9,090.00",0,0,"9,089.90",0.00%
Mizoram,2017,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Mizoram,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2016,Biomass,0.00,179.00,0.00,0,0,-179.00,0.00%
Rajasthan,2018,Biomass,0.00,0.00,"1,122.00",0,0,"1,122.00",0.00%
Nagaland,2017,Solar,0.00,0.50,"7,290.00",0,0,"7,289.50",0.00%
Nagaland,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2015,Biomass,0.00,0.00,"1,039.00",0,0,"1,039.00",0.00%
Rajasthan,2017,Biomass,0.00,0.00,"1,039.00",0,0,"1,039.00",0.00%
Odisha,2017,Waste,0.00,0.00,22.00,0,0,22.00,0.00%
Odisha,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2019,Biomass,0.00,0.00,"1,039.00",0,0,"1,039.00",0.00%
Puducherry,2017,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2017,Waste,0.00,0.00,3.00,0,0,3.00,0.00%
Puducherry,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2020,Biomass,0.00,0.00,"1,039.00",0,0,"1,039.00",0.00%
Rajasthan,2020,Biomass,389.94,0.00,0.00,44.51415525,0,0,0.00%
Punjab,2017,Waste,0.00,9.25,45.00,0,0,35.75,0.00%
Punjab,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2019,Biomass,345.09,0.00,0.00,39.39383562,0,0,0.00%
Rajasthan,2018,Biomass,340.84,0.00,0.00,38.9086758,0,0,0.00%
Rajasthan,2017,Waste,0.00,0.00,62.00,0,0,62.00,0.00%
Rajasthan,2017,Biomass,272.97,0.00,0.00,31.16050228,0,0,0.00%
Rajasthan,2015,Biomass,252.29,0.00,0.00,28.80045662,0,0,0.00%
Sikkim,2017,Solar,0.00,0.00,"4,940.00",0,0,"4,940.00",0.00%
Sikkim,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2016,Biomass,245.49,0.00,0.00,28.02408676,0,0,0.00%
Rajasthan,2014,Biomass,229.62,0.00,0.00,26.21278539,0,0,0.00%
Tamil Nadu,2017,Waste,0.00,8.05,151.00,0,0,142.95,0.00%
Rajasthan,2013,Biomass,206.96,0.00,0.00,23.62511416,0,0,0.00%
Telangana,2017,Waste,0.00,5.00,0.00,0,0,-5.00,0.00%
Rajasthan,2012,Biomass,188.82,0.00,0.00,21.55502283,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2017,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2011,Biomass,166.15,0.00,0.00,18.9673516,0,0,0.00%
Rajasthan,2009,Biomass,70.95,0.00,0.00,8.099315068,0,0,0.00%
Tripura,2017,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Tripura,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2010,Biomass,70.95,0.00,0.00,8.099315068,0,0,0.00%
Rajasthan,2008,Biomass,52.82,0.00,0.00,6.029223744,0,0,0.00%
Uttar Pradesh,2017,Waste,0.00,0.00,176.00,0,0,176.00,0.00%
Uttar Pradesh,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2018,Biomass,0.00,119.30,10.00,0,0,-109.30,0.00%
Rajasthan,2008,Biomass,0.00,23.30,0.00,0,0,-23.30,0.00%
Uttarakhand,2017,Waste,0.00,0.00,5.00,0,0,5.00,0.00%
Uttarakhand,2017,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2009,Biomass,0.00,31.30,0.00,0,0,-31.30,0.00%
Rajasthan,2010,Biomass,0.00,31.30,0.00,0,0,-31.30,0.00%
West Bengal,2017,Waste,0.00,0.00,148.00,0,0,148.00,0.00%
Rajasthan,2011,Biomass,0.00,73.30,0.00,0,0,-73.30,0.00%
Andaman And Nicobar Islands,2018,Waste,0.00,0.00,6.00,0,0,6.00,0.00%
Andaman And Nicobar Islands,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2012,Biomass,0.00,83.30,0.00,0,0,-83.30,0.00%
Rajasthan,2013,Biomass,0.00,91.30,0.00,0,0,-91.30,0.00%
Andhra Pradesh,2018,Waste,0.00,23.16,123.00,0,0,99.84,0.00%
Rajasthan,2014,Biomass,0.00,101.30,0.00,0,0,-101.30,0.00%
Rajasthan,2015,Biomass,0.00,114.35,0.00,0,0,-114.35,0.00%
Arunachal Pradesh,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2016,Biomass,0.00,114.35,0.00,0,0,-114.35,0.00%
Rajasthan,2017,Biomass,0.00,119.30,0.00,0,0,-119.30,0.00%
Assam,2018,Waste,0.00,0.00,8.00,0,0,8.00,0.00%
Assam,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2019,Biomass,0.00,119.30,0.00,0,0,-119.30,0.00%
Rajasthan,2020,Biomass,0.00,121.30,0.00,0,0,-121.30,0.00%
Bihar,2018,Waste,0.00,0.00,73.00,0,0,73.00,0.00%
Bihar,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2015,Biomass,0.00,0.00,2.00,0,0,2.00,0.00%
Chandigarh,2018,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2017,Biomass,0.00,0.00,2.00,0,0,2.00,0.00%
Sikkim,2018,Biomass,0.00,0.00,2.00,0,0,2.00,0.00%
Chhattisgarh,2018,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Chhattisgarh,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2019,Biomass,0.00,0.00,2.00,0,0,2.00,0.00%
Delhi,2018,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2018,Waste,0.00,52.00,0.00,0,0,-52.00,0.00%
Delhi,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2020,Biomass,0.00,0.00,2.00,0,0,2.00,0.00%
Sikkim,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Goa,2018,Small Hydro,0.00,0.05,5.00,0,0,4.95,0.00%
Goa,2018,Solar,0.00,0.91,88.00,0,0,87.09,0.00%
Goa,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Gujarat,2018,Waste,0.00,0.00,112.00,0,0,112.00,0.00%
Sikkim,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Haryana,2018,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Haryana,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Himachal Pradesh,2018,Solar,0.00,0.73,"33,840.00",0,0,"33,839.27",0.00%
Himachal Pradesh,2018,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Himachal Pradesh,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Jammu And Kashmir,2018,Solar,0.00,1.36,"111,050.00",0,0,"111,048.64",0.00%
Jammu And Kashmir,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Jharkhand,2018,Waste,0.00,0.00,10.00,0,0,10.00,0.00%
Jharkhand,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Karnataka,2018,Waste,0.00,1.00,0.00,0,0,-1.00,0.00%
Tamil Nadu,2018,Biomass,0.00,0.00,"1,164.00",0,0,"1,164.00",0.00%
Tamil Nadu,2015,Biomass,0.00,0.00,"1,070.00",0,0,"1,070.00",0.00%
Kerala,2018,Waste,0.00,0.00,36.00,0,0,36.00,0.00%
Tamil Nadu,2017,Biomass,0.00,0.00,"1,070.00",0,0,"1,070.00",0.00%
Ladakh,2018,Small Hydro,0.00,0.00,0.00,0,0,0.00,0.00%
Ladakh,2018,Solar,0.00,0.00,0.00,0,0,0.00,0.00%
Tamil Nadu,2019,Biomass,0.00,0.00,"1,070.00",0,0,"1,070.00",0.00%
Lakshadweep,2018,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2018,Waste,0.00,0.00,3.00,0,0,3.00,0.00%
Lakshadweep,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tamil Nadu,2020,Biomass,0.00,0.00,"1,070.00",0,0,"1,070.00",0.00%
Tamil Nadu,2015,Biomass,"1,379.53",0.00,0.00,157.4810502,0,0,0.00%
Madhya Pradesh,2018,Waste,0.00,15.40,78.00,0,0,62.60,0.00%
Tamil Nadu,2016,Biomass,"1,337.04",0.00,0.00,152.6303653,0,0,0.00%
Tamil Nadu,2017,Biomass,"1,226.48",0.00,0.00,140.0086758,0,0,0.00%
Maharashtra,2018,Waste,0.00,12.59,287.00,0,0,274.41,0.00%
Tamil Nadu,2014,Biomass,"1,189.99",0.00,0.00,135.8431507,0,0,0.00%
Tamil Nadu,2013,Biomass,"1,122.08",0.00,0.00,128.0915525,0,0,0.00%
Manipur,2018,Small Hydro,0.00,5.45,100.00,0,0,94.55,0.00%
Manipur,2018,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Manipur,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tamil Nadu,2012,Biomass,"1,109.58",0.00,0.00,126.6648402,0,0,0.00%
Tamil Nadu,2011,Biomass,"1,016.89",0.00,0.00,116.0836758,0,0,0.00%
Meghalaya,2018,Solar,0.00,0.02,"5,860.00",0,0,"5,859.98",0.00%
Meghalaya,2018,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Meghalaya,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tamil Nadu,2010,Biomass,824.22,0.00,0.00,94.08915525,0,0,0.00%
Tamil Nadu,2018,Biomass,729.73,0.00,0.00,83.30251142,0,0,0.00%
Mizoram,2018,Solar,0.00,0.20,"9,090.00",0,0,"9,089.80",0.00%
Mizoram,2018,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Mizoram,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tamil Nadu,2009,Biomass,695.08,0.00,0.00,79.34691781,0,0,0.00%
Tamil Nadu,2008,Biomass,605.10,0.00,0.00,69.07477169,0,0,0.00%
Nagaland,2018,Solar,0.00,1.00,"7,290.00",0,0,"7,289.00",0.00%
Nagaland,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tamil Nadu,2020,Biomass,454.58,0.00,0.00,51.89212329,0,0,0.00%
Tamil Nadu,2019,Biomass,395.17,0.00,0.00,45.11027397,0,0,0.00%
Odisha,2018,Waste,0.00,0.00,22.00,0,0,22.00,0.00%
Tamil Nadu,2018,Biomass,0.00,926.00,700.00,0,0,-226.00,0.00%
Puducherry,2018,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2018,Waste,0.00,0.00,"1,022.00",0,0,"1,022.00",0.00%
Puducherry,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tamil Nadu,2015,Biomass,0.00,"1,036.10",450.00,0,0,-586.10,0.00%
Tamil Nadu,2017,Biomass,0.00,878.00,450.00,0,0,-428.00,0.00%
Punjab,2018,Waste,0.00,9.25,45.00,0,0,35.75,0.00%
Punjab,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tamil Nadu,2019,Biomass,0.00,969.00,450.00,0,0,-519.00,0.00%
Tamil Nadu,2020,Biomass,0.00,997.55,450.00,0,0,-547.55,0.00%
Rajasthan,2018,Waste,0.00,0.00,62.00,0,0,62.00,0.00%
Tamil Nadu,2008,Biomass,0.00,290.50,0.00,0,0,-290.50,0.00%
Tamil Nadu,2009,Biomass,0.00,333.70,0.00,0,0,-333.70,0.00%
Sikkim,2018,Solar,0.00,0.00,"4,940.00",0,0,"4,940.00",0.00%
Sikkim,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tamil Nadu,2010,Biomass,0.00,395.70,0.00,0,0,-395.70,0.00%
Tamil Nadu,2011,Biomass,0.00,488.20,0.00,0,0,-488.20,0.00%
Tamil Nadu,2018,Waste,0.00,6.40,151.00,0,0,144.60,0.00%
Tamil Nadu,2012,Biomass,0.00,532.70,0.00,0,0,-532.70,0.00%
Telangana,2018,Waste,0.00,18.50,2.00,0,0,-16.50,0.00%
Tamil Nadu,2013,Biomass,0.00,538.70,0.00,0,0,-538.70,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2018,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tamil Nadu,2014,Biomass,0.00,571.30,0.00,0,0,-571.30,0.00%
Tamil Nadu,2016,Biomass,0.00,878.00,0.00,0,0,-878.00,0.00%
Tripura,2018,Waste,0.00,0.00,176.00,0,0,176.00,0.00%
Tripura,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2016,Biomass,496.90,0.00,0.00,56.72385845,0,0,0.00%
Telangana,2017,Biomass,356.95,0.00,0.00,40.74748858,0,0,0.00%
Uttar Pradesh,2018,Waste,0.00,0.00,5.00,0,0,5.00,0.00%
Uttar Pradesh,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2019,Biomass,318.44,0.00,0.00,36.35205479,0,0,0.00%
Telangana,2018,Biomass,289.50,0.00,0.00,33.04794521,0,0,0.00%
Uttarakhand,2018,Waste,0.00,0.00,148.00,0,0,148.00,0.00%
Uttarakhand,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2020,Biomass,226.53,0.00,0.00,25.85947489,0,0,0.00%
Telangana,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2018,Wind,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andhra Pradesh,2019,Waste,0.00,23.16,123.00,0,0,99.84,0.00%
Telangana,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2019,Waste,0.00,0.00,8.00,0,0,8.00,0.00%
Assam,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2018,Biomass,0.00,158.10,100.00,0,0,-58.10,0.00%
Telangana,2016,Biomass,0.00,158.10,0.00,0,0,-158.10,0.00%
Bihar,2019,Waste,0.00,0.00,73.00,0,0,73.00,0.00%
Telangana,2017,Biomass,0.00,158.10,0.00,0,0,-158.10,0.00%
Chandigarh,2019,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2019,Waste,0.00,0.00,6.00,0,0,6.00,0.00%
Chandigarh,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2019,Biomass,0.00,158.10,0.00,0,0,-158.10,0.00%
Telangana,2020,Biomass,0.00,159.10,0.00,0,0,-159.10,0.00%
Chhattisgarh,2019,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Chhattisgarh,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2019,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2019,Waste,0.00,52.00,131.00,0,0,79.00,0.00%
Delhi,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Goa,2019,Small Hydro,0.00,0.05,7.00,0,0,6.95,0.00%
Goa,2019,Solar,0.00,3.92,880.00,0,0,876.08,0.00%
Goa,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Gujarat,2019,Waste,0.00,0.00,112.00,0,0,112.00,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Haryana,2019,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Haryana,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Himachal Pradesh,2019,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Himachal Pradesh,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Jammu And Kashmir,2019,Solar,0.00,14.83,"111,050.00",0,0,"111,035.17",0.00%
Jammu And Kashmir,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Jharkhand,2019,Waste,0.00,0.00,10.00,0,0,10.00,0.00%
Jharkhand,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
