Country,State,Year,Region-Wise Installation Of Electricity,"Energy Value Type (Potential, Capacity, Generation)",Types Of Energy Sources,Nature Of Energy Sources,"Types Of Usage (Utility ,Captive)",Type Of Energy Sector,"Values For Renewable Electricity (UOM:MW(MegaWatt)), Scaling Factor:1"
India,Haryana,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2176.247
India,Haryana,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,555.16
India,Haryana,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Haryana,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,326.89
India,Haryana,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,37.921
India,Haryana,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,125.144
India,Haryana,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Haryana,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",NR,Capacity,COGENERATION-BAGASSE,,,,7.2
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",NR,Capacity,SMALL HYDRO,,,,911.51
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",NR,Capacity,SOLAR,,,,32.93
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",NR,Potential,BIOMASS,RENEWABLE,,,142
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",NR,Potential,SMALL HYDRO,RENEWABLE,,,3460
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",NR,Potential,SOLAR,RENEWABLE,,,33840
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",NR,Potential,WASTE,RENEWABLE,,,2
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",NR,Potential,WIND,RENEWABLE,,,151
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,93.277
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,32.642
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,14.052
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,29931
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,7999.33
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2904.55
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,2155.58
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,4.75
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,11.658
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",NR,Capacity,SMALL HYDRO,,,,180.48
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",NR,Capacity,SOLAR,,,,19.3
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",NR,Potential,BIOMASS,RENEWABLE,,,43
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",NR,Potential,SMALL HYDRO,RENEWABLE,,,1707
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",NR,Potential,SOLAR,RENEWABLE,,,111050
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",NR,Potential,WIND,RENEWABLE,,,3
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,5.698
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,13043.2
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,5321.2
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,443.126
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",ER,Capacity,COGENERATION-BAGASSE,,,,4.3
India,Jharkhand,"Financial Year (Apr - Mar), 2020",ER,Capacity,SMALL HYDRO,,,,4.05
India,Jharkhand,"Financial Year (Apr - Mar), 2020",ER,Capacity,SOLAR,,,,38.4
India,Jharkhand,"Financial Year (Apr - Mar), 2020",ER,Potential,BIOMASS,RENEWABLE,,,90
India,Jharkhand,"Financial Year (Apr - Mar), 2020",ER,Potential,SMALL HYDRO,RENEWABLE,,,228
India,Jharkhand,"Financial Year (Apr - Mar), 2020",ER,Potential,SOLAR,RENEWABLE,,,18180
India,Jharkhand,"Financial Year (Apr - Mar), 2020",ER,Potential,WASTE,RENEWABLE,,,10
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,7590.737
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,12669.45
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10982.01
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,2420.62
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,9.475
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,114.84
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,36.12
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,389.15
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,5.429
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,1.037
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,17.469
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Capacity,COGENERATION-BAGASSE,,,,1881.8
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Capacity,SMALL HYDRO,,,,1280.73
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Capacity,SOLAR,,,,7277.93
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Capacity,WASTE,,,,1
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Capacity,WIND,,,,4790.6
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Potential,BIOMASS,RENEWABLE,,,1131
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,450
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Potential,SMALL HYDRO,RENEWABLE,,,3726
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Potential,SOLAR,RENEWABLE,,,24700
India,Karnataka,"Financial Year (Apr - Mar), 2020",SR,Potential,WIND,RENEWABLE,,,124155
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2376.65
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,12000.511
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,4604.36
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,6272.24
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,12959.82
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,138.682
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,85.808
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,14014.27
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2732.112
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,7278.22
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1901.908
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,251.847
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,11221.203
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,110.953
India,Karnataka,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,10148.662
India,Kerala,"Financial Year (Apr - Mar), 2020",SR,Capacity,COGENERATION-BAGASSE,,,,0.72
India,Kerala,"Financial Year (Apr - Mar), 2020",SR,Capacity,SMALL HYDRO,,,,222.02
India,Kerala,"Financial Year (Apr - Mar), 2020",SR,Capacity,SOLAR,,,,142.23
India,Kerala,"Financial Year (Apr - Mar), 2020",SR,Capacity,WIND,,,,62.5
India,Kerala,"Financial Year (Apr - Mar), 2020",SR,Potential,BIOMASS,RENEWABLE,,,1044
India,Kerala,"Financial Year (Apr - Mar), 2020",SR,Potential,SMALL HYDRO,RENEWABLE,,,647
India,Kerala,"Financial Year (Apr - Mar), 2020",SR,Potential,SOLAR,RENEWABLE,,,6110
India,Kerala,"Financial Year (Apr - Mar), 2020",SR,Potential,WASTE,RENEWABLE,,,36
India,Kerala,"Financial Year (Apr - Mar), 2020",SR,Potential,WIND,RENEWABLE,,,2311
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,11.034
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,495.469
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,38.008
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,12.04
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,118.25
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,5454.04
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,911.356
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,530.366
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,2.687
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,143.592
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Kerala,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,119.758
India,Ladakh,"Financial Year (Apr - Mar), 2020",NR,Potential,BIOMASS,RENEWABLE,,,0
India,Ladakh,"Financial Year (Apr - Mar), 2020",NR,Potential,SMALL HYDRO,RENEWABLE,,,0
India,Ladakh,"Financial Year (Apr - Mar), 2020",NR,Potential,SOLAR,RENEWABLE,,,0
India,Ladakh,"Financial Year (Apr - Mar), 2020",NR,Potential,WIND,RENEWABLE,,,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",SR,Capacity,SOLAR,,,,0.75
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",SR,Potential,WIND,RENEWABLE,,,31
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.657
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Capacity,COGENERATION-BAGASSE,,,,105.35
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Capacity,SMALL HYDRO,,,,95.91
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Capacity,SOLAR,,,,2258.46
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Capacity,WASTE,,,,15.4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Capacity,WIND,,,,2519.89
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Potential,BIOMASS,RENEWABLE,,,1364
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Potential,SMALL HYDRO,RENEWABLE,,,820
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Potential,SOLAR,RENEWABLE,,,61660
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Potential,WASTE,RENEWABLE,,,78
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",WR,Potential,WIND,RENEWABLE,,,15404
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,97.464
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,15242.556
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,37694.69
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,54904.39
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,22219.2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,24.99
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,4165.6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2116.14
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,500.986
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,32.019
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,246.163
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,9.732
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,3496.233
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,503.95
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,4425.993
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Capacity,COGENERATION-BAGASSE,,,,2516.1
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Capacity,SMALL HYDRO,,,,379.575
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Capacity,SOLAR,,,,1801.8
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Capacity,WASTE,,,,12.59
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Capacity,WIND,,,,5000.33
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Potential,BIOMASS,RENEWABLE,,,1887
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,1250
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Potential,SMALL HYDRO,RENEWABLE,,,786
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Potential,SOLAR,RENEWABLE,,,64320
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Potential,WASTE,RENEWABLE,,,287
India,Maharashtra,"Financial Year (Apr - Mar), 2020",WR,Potential,WIND,RENEWABLE,,,98213
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2932.443
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,8233.925
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,11220.96
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,50140.35
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,45640.85
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,30.479
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,51.044
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,1505.36
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,4375.22
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1172.45
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,4263.72
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,1136.96
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,2598.36
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,10536.43
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0.844
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,695.557
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,510.851
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,2372.676
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,488.511
India,Maharashtra,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,7984.269
India,Manipur,"Financial Year (Apr - Mar), 2020",NER,Capacity,SMALL HYDRO,,,,5.45
India,Manipur,"Financial Year (Apr - Mar), 2020",NER,Capacity,SOLAR,,,,5.16
India,Manipur,"Financial Year (Apr - Mar), 2020",NER,Potential,BIOMASS,RENEWABLE,,,13
India,Manipur,"Financial Year (Apr - Mar), 2020",NER,Potential,SMALL HYDRO,RENEWABLE,,,100
India,Manipur,"Financial Year (Apr - Mar), 2020",NER,Potential,SOLAR,RENEWABLE,,,10630
India,Manipur,"Financial Year (Apr - Mar), 2020",NER,Potential,WASTE,RENEWABLE,,,2
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,366.59
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1.57
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,2.634
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2020",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2020",NER,Capacity,COGENERATION-BAGASSE,,,,13.8
India,Meghalaya,"Financial Year (Apr - Mar), 2020",NER,Capacity,SMALL HYDRO,,,,32.53
India,Meghalaya,"Financial Year (Apr - Mar), 2020",NER,Capacity,SOLAR,,,,0.12
India,Meghalaya,"Financial Year (Apr - Mar), 2020",NER,Potential,BIOMASS,RENEWABLE,,,11
India,Meghalaya,"Financial Year (Apr - Mar), 2020",NER,Potential,SMALL HYDRO,RENEWABLE,,,230
India,Meghalaya,"Financial Year (Apr - Mar), 2020",NER,Potential,SOLAR,RENEWABLE,,,5860
India,Meghalaya,"Financial Year (Apr - Mar), 2020",NER,Potential,WASTE,RENEWABLE,,,2
India,Meghalaya,"Financial Year (Apr - Mar), 2020",NER,Potential,WIND,RENEWABLE,,,1
